"['Surprise', 100.0]","['Surprise', 80.0]","['Surprise', 60.0]"
"['Surprise', 100.0]","['Surprise', 60.0]","['Surprise', 60.0]"
"['Surprise', 100.0]","['Surprise', 46.66666666666667]","['Surprise', 60.0]"
"['Surprise', 100.0]","['Surprise', 40.0]","['Surprise', 48.0]"
"['Surprise', 100.0]","['Surprise', 40.0]","['Surprise', 45.0]"
"['Surprise', 86.66666666666666]","['Surprise', 37.142857142857146]","['Surprise', 40.0]"
"['Surprise', 80.0]","['Surprise', 35.0]","['Surprise', 40.0]"
"['Surprise', 80.0]","['Surprise', 33.333333333333336]","['Surprise', 34.285714285714285]"
"['Surprise', 80.0]","['Surprise', 32.5]","['Surprise', 33.333333333333336]"
"['Surprise', 80.0]","['Surprise', 31.428571428571427]","['Surprise', 20.0]"
"['Surprise', 80.0]","['Surprise', 30.76923076923077]","['Sadness', 40.0]"
"['Surprise', 80.0]","['Surprise', 28.0]","['Sadness', 27.5]"
"['Surprise', 80.0]","['Surprise', 25.0]","['Sadness', 24.0]"
"['Surprise', 80.0]","['Surprise', 24.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 23.333333333333336]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 23.333333333333336]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 80.0]","['Surprise', 20.0]","['Sadness', 20.0]"
"['Surprise', 73.33333333333333]","['Surprise', 18.461538461538463]","['Sadness', 20.0]"
"['Surprise', 73.33333333333333]","['Surprise', 17.5]","['Sadness', 20.0]"
"['Surprise', 73.33333333333333]","['Surprise', 16.0]","['Sadness', 20.0]"
"['Surprise', 73.33333333333333]","['Surprise', 14.285714285714286]","['Sadness', 14.285714285714286]"
"['Surprise', 73.33333333333333]","['Surprise', 13.333333333333332]","['Sadness', 13.333333333333332]"
"['Surprise', 73.33333333333333]","['Surprise', 13.333333333333332]","['Sadness', 13.333333333333332]"
"['Surprise', 72.0]","['Surprise', 12.5]","['Sadness', 13.333333333333332]"
"['Surprise', 70.0]","['Surprise', 11.428571428571427]","['Sadness', 13.333333333333332]"
"['Surprise', 70.0]","['Sadness', 46.66666666666667]","['Sadness', 13.333333333333332]"
"['Surprise', 70.0]","['Sadness', 40.0]","['Sadness', 13.333333333333332]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Sadness', 13.043478260869566]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Sadness', 12.0]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Sadness', 11.428571428571427]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Sadness', 11.428571428571427]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Sadness', 11.11111111111111]"
"['Surprise', 70.0]","['Sadness', 20.0]","['Fear', 46.66666666666667]"
"['Surprise', 66.66666666666667]","['Sadness', 20.0]","['Fear', 40.0]"
"['Surprise', 66.66666666666667]","['Sadness', 20.0]","['Fear', 40.0]"
"['Surprise', 66.66666666666667]","['Sadness', 20.0]","['Fear', 35.0]"
"['Surprise', 65.71428571428571]","['Sadness', 20.0]","['Fear', 33.333333333333336]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 30.0]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 30.0]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 29.090909090909093]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 28.571428571428573]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 28.0]"
"['Surprise', 65.0]","['Sadness', 20.0]","['Fear', 28.0]"
"['Surprise', 64.0]","['Sadness', 20.0]","['Fear', 27.5]"
"['Surprise', 64.0]","['Sadness', 20.0]","['Fear', 27.5]"
"['Surprise', 63.33333333333333]","['Sadness', 20.0]","['Fear', 24.0]"
"['Surprise', 60.0]","['Sadness', 20.0]","['Fear', 24.0]"
"['Surprise', 60.0]","['Sadness', 20.0]","['Fear', 23.333333333333336]"
"['Surprise', 60.0]","['Sadness', 20.0]","['Fear', 22.857142857142854]"
"['Surprise', 60.0]","['Sadness', 16.666666666666668]","['Fear', 22.857142857142854]"
"['Surprise', 60.0]","['Sadness', 15.0]","['Fear', 22.5]"
"['Surprise', 60.0]","['Sadness', 15.0]","['Fear', 22.10526315789474]"
"['Surprise', 60.0]","['Sadness', 15.0]","['Fear', 21.176470588235293]"
"['Surprise', 60.0]","['Sadness', 13.333333333333332]","['Fear', 20.0]"
"['Surprise', 60.0]","['Sadness', 13.333333333333332]","['Fear', 20.0]"
"['Surprise', 60.0]","['Sadness', 13.333333333333332]","['Fear', 20.0]"
"['Surprise', 60.0]","['Sadness', 11.428571428571427]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 80.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 60.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 50.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 40.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 40.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 40.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 40.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 40.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 35.0]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 33.333333333333336]","['Fear', 20.0]"
"['Surprise', 60.0]","['Fear', 33.333333333333336]","['Fear', 20.0]"
